id,conditionId,slug,url,embedSrc,question,category,why,volume,volume24h,trades24h,uniqueTraders24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,avgSpreadProxy
958443,0x9352c559e9648ab4cab236087b64ca85c5b7123a4c7d9d7d4efde4a39c18056f,will-the-iranian-regime-fall-by-june-30,https://polymarket.com/event/will-the-iranian-regime-fall-by-june-30,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-june-30&features=volume&theme=light,Will the Iranian regime fall by June 30?,,"24h $193,552 • spread 0.010 • TTR 70.9d",32389488.340057954,193552.67215,2000,0,-0.17,-22.6667,2026-06-30T00:00:00+00:00,70.854,1,0.01,-0.9,0.095,0,"[{""name"": ""Top"", ""bestBid"": 0.09, ""bestAsk"": 0.1}]",
558960,0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,https://polymarket.com/event/will-uzbekistan-win-the-2026-fifa-world-cup-773,https://embed.polymarket.com/market.html?market=will-uzbekistan-win-the-2026-fifa-world-cup-773&features=volume&theme=light,Will Uzbekistan win the 2026 FIFA World Cup?,,"24h $193,552 • spread 0.001 • TTR 90.9d",32714739.492700107,193552.67215,2000,0,-0.17,-22.6667,2026-07-20T00:00:00+00:00,90.854,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",
706279,0x48fbf70c1713e71a405052bc4641e26dbba435fa557672c4040763c901cbf606,will-trump-visit-china-by-april-30,https://polymarket.com/event/will-trump-visit-china-by-april-30,https://embed.polymarket.com/market.html?market=will-trump-visit-china-by-april-30&features=volume&theme=light,Will Trump visit China by April 30?,,"24h $193,552 • spread 0.001 • TTR 9.9d",11546421.282500003,193552.67215,2000,0,-0.17,-22.6667,2026-04-30T00:00:00+00:00,9.854,1,0.001,-0.991,0.0085,0,"[{""name"": ""Top"", ""bestBid"": 0.008, ""bestAsk"": 0.009}]",
561251,0x836b850fc838195374862551a36f1c8691d96ff01e58b0a071f0fc1a0e357fb1,will-lebron-james-win-the-2028-us-presidential-election,https://polymarket.com/event/will-lebron-james-win-the-2028-us-presidential-election,https://embed.polymarket.com/market.html?market=will-lebron-james-win-the-2028-us-presidential-election&features=volume&theme=light,Will LeBron James win the 2028 US Presidential Election?,,"24h $193,552 • spread 0.001 • TTR 931.9d",48099524.3847794,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
559687,0xe06a7e94cf2fa8dc2085b7610fe16e9be1cde6654f34d365c13da1149b276c61,will-oprah-winfrey-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-oprah-winfrey-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",48015942.7974463,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.991,0.0085,0,"[{""name"": ""Top"", ""bestBid"": 0.008, ""bestAsk"": 0.009}]",
559684,0xf2e51acfbb6d0414dc2ace81b7dc2af7c165e443dcb91f6caa7aab6d6ab4f06d,will-chelsea-clinton-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-chelsea-clinton-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-chelsea-clinton-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",46624616.96268158,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.991,0.0085,0,"[{""name"": ""Top"", ""bestBid"": 0.008, ""bestAsk"": 0.009}]",
566193,0x2ca58175aa8080357d9706c535bb0be218ce7bb156dc48753e0d8b8ee6b56635,will-aston-villa-win-the-202526-english-premier-league,https://polymarket.com/event/will-aston-villa-win-the-202526-english-premier-league,https://embed.polymarket.com/market.html?market=will-aston-villa-win-the-202526-english-premier-league&features=volume&theme=light,Will Aston Villa win the 2025–26 English Premier League?,,"24h $193,552 • spread 0.998 • TTR 36.9d",20105136.004156742,193552.67215,2000,0,-0.17,-22.6667,2026-05-27T00:00:00+00:00,36.854,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998
566146,0xcb06319aa9e029904c93c1df7d10b7ce7d6aab2b25b8f661e0cf57ea048a1567,will-atletico-madrid-win-the-202526-champions-league,https://polymarket.com/event/will-atletico-madrid-win-the-202526-champions-league,https://embed.polymarket.com/market.html?market=will-atletico-madrid-win-the-202526-champions-league&features=volume&theme=light,Will Atletico Madrid win the 2025–26 Champions League?,,"24h $193,552 • spread 0.001 • TTR 40.9d",21001189.709047724,193552.67215,2000,0,-0.17,-22.6667,2026-05-31T00:00:00+00:00,40.854,1,0.001,-0.885,0.1145,0,"[{""name"": ""Top"", ""bestBid"": 0.114, ""bestAsk"": 0.115}]",
558978,0xdb4b2f370c3d0e996fbb32213c87aa5402936e3d4882432b6738e2f5661b79a6,will-curaao-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-curaao-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-curaao-win-the-2026-fifa-world-cup&features=volume&theme=light,Will Curaçao win the 2026 FIFA World Cup?,,"24h $193,552 • spread 0.001 • TTR 90.9d",29462747.483593177,193552.67215,2000,0,-0.17,-22.6667,2026-07-20T00:00:00+00:00,90.854,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",
559688,0x450810ae738a0ff820d3248f2b24937f63fb8c8cf422ed2a915125adb4d9d3c8,will-andrew-yang-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-andrew-yang-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-andrew-yang-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Andrew Yang win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",44550881.68031423,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
1611267,0xa78ecba9c4273564cce4b810db46bb36cc35db9cd52fc4e067c77f85af1c1048,kharg-island-no-longer-under-iranian-control-by-april-30-912,https://polymarket.com/event/kharg-island-no-longer-under-iranian-control-by-april-30-912,https://embed.polymarket.com/market.html?market=kharg-island-no-longer-under-iranian-control-by-april-30-912&features=volume&theme=light,Kharg Island no longer under Iranian control by April 30?,,"24h $193,552 • spread 0.003 • TTR 10.9d",10901570.45354793,193552.67215,2000,0,-0.17,-22.6667,2026-04-30T23:55:00+00:00,10.851,1,0.003,-0.925,0.0735,0,"[{""name"": ""Top"", ""bestBid"": 0.072, ""bestAsk"": 0.075}]",
559679,0x30cfb887558b20373a984da60c372fe5a90c0296aa6d8bb413a8aa7543846da2,will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879,https://polymarket.com/event/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879,https://embed.polymarket.com/market.html?market=will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879&features=volume&theme=light,Will Bernie Sanders win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",43597105.65038871,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.994,0.0055,0,"[{""name"": ""Top"", ""bestBid"": 0.005, ""bestAsk"": 0.006}]",
566170,0xe06c8e9546be61e4ba8b03ad431dfff590fc6b21a5b746e71f62ae85f1dcad6a,will-club-brugge-win-the-202526-champions-league,https://polymarket.com/event/will-club-brugge-win-the-202526-champions-league,https://embed.polymarket.com/market.html?market=will-club-brugge-win-the-202526-champions-league&features=volume&theme=light,Will Club Brugge win the 2025–26 Champions League?,,"24h $193,552 • spread 0.998 • TTR 40.9d",19145619.617014896,193552.67215,2000,0,-0.17,-22.6667,2026-05-31T00:00:00+00:00,40.854,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998
1733817,0x24f38479176af2d71f64161d53bde777aef49ef1c03066510174d43a8d2a43fe,trump-out-as-president-by-april-30,https://polymarket.com/event/trump-out-as-president-by-april-30,https://embed.polymarket.com/market.html?market=trump-out-as-president-by-april-30&features=volume&theme=light,Trump out as President by April 30?,,"24h $193,552 • spread 0.001 • TTR 9.9d",9539439.508404026,193552.67215,2000,0,-0.17,-22.6667,2026-04-30T00:00:00+00:00,9.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
559681,0x8b203037c7c0e21b500314f8398d2a8ea294b7ce1f4f9185f426425a3505bc45,will-lebron-james-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-lebron-james-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-lebron-james-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will LeBron James win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",40216319.02721249,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
561247,0xae70ab9bf1c3726fe430a2ba8b517697ae24e0f0ab554b876a5b521153068882,will-tim-walz-win-the-2028-us-presidential-election,https://polymarket.com/event/will-tim-walz-win-the-2028-us-presidential-election,https://embed.polymarket.com/market.html?market=will-tim-walz-win-the-2028-us-presidential-election&features=volume&theme=light,Will Tim Walz win the 2028 US Presidential Election?,,"24h $193,552 • spread 0.001 • TTR 931.9d",40195808.95803116,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
559677,0x663b88d3a8f2341bb8d878709dc78632bcaf7512e577bd15521e5d8ed933efbc,will-hillary-clinton-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-hillary-clinton-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-hillary-clinton-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Hillary Clinton win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",39444793.895163484,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
559683,0x822e61527476cabf98927e3aad385c5ecdae7086f945535f2c1fd9ae8dbfa46e,will-george-clooney-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-george-clooney-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-george-clooney-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will George Clooney win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",39075194.71641618,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
566191,0x7cab9da787443beec1eb5e399afd46fffdc27b5f00e0293a1d6a9996c948ac52,will-manchester-united-win-the-202526-english-premier-league,https://polymarket.com/event/will-manchester-united-win-the-202526-english-premier-league,https://embed.polymarket.com/market.html?market=will-manchester-united-win-the-202526-english-premier-league&features=volume&theme=light,Will Manchester United win the 2025–26 English Premier League?,,"24h $193,552 • spread 0.998 • TTR 36.9d",16902862.40043873,193552.67215,2000,0,-0.17,-22.6667,2026-05-27T00:00:00+00:00,36.854,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998
561995,0x41c6341dd79903aca4bb0c29f5a7976946c3774d2fd72f38cbb7de7092144520,will-mike-pence-win-the-2028-republican-presidential-nomination,https://polymarket.com/event/will-mike-pence-win-the-2028-republican-presidential-nomination,https://embed.polymarket.com/market.html?market=will-mike-pence-win-the-2028-republican-presidential-nomination&features=volume&theme=light,Will Mike Pence win the 2028 Republican presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",38872790.27737468,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
559666,0x3265b10daeb30dbcc3214bd02e488551d0a5d3028392f4152e4750b943fbfc91,will-tim-walz-win-the-2028-democratic-presidential-nomination-475,https://polymarket.com/event/will-tim-walz-win-the-2028-democratic-presidential-nomination-475,https://embed.polymarket.com/market.html?market=will-tim-walz-win-the-2028-democratic-presidential-nomination-475&features=volume&theme=light,Will Tim Walz win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",38666359.81449179,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
997488,0xd595eb9b81885ff018738300c79047e3ec89e87294424f57a29a7fa9162bf116,will-trump-acquire-greenland-before-2027,https://polymarket.com/event/will-trump-acquire-greenland-before-2027,https://embed.polymarket.com/market.html?market=will-trump-acquire-greenland-before-2027&features=volume&theme=light,Will Trump acquire Greenland before 2027?,,"24h $193,552 • spread 0.002 • TTR 254.9d",32680731.9517503,193552.67215,2000,0,-0.17,-22.6667,2026-12-31T00:00:00+00:00,254.854,1,0.002,-0.916,0.083,0,"[{""name"": ""Top"", ""bestBid"": 0.082, ""bestAsk"": 0.084}]",
559680,0x29283b56d3eec6d1d89fff51793d9d2e01579d2379b1d3e9ebda175d3561e809,will-phil-murphy-win-the-2028-democratic-presidential-nomination-611,https://polymarket.com/event/will-phil-murphy-win-the-2028-democratic-presidential-nomination-611,https://embed.polymarket.com/market.html?market=will-phil-murphy-win-the-2028-democratic-presidential-nomination-611&features=volume&theme=light,Will Phil Murphy win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",37584736.777558625,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
1105754,0x831493dce463d9adcad78c492f2cbec6ecdac31f4e8c5a894fdac68c130549d4,will-richard-grenell-be-the-leader-of-venezuela-end-of-2026,https://polymarket.com/event/will-richard-grenell-be-the-leader-of-venezuela-end-of-2026,https://embed.polymarket.com/market.html?market=will-richard-grenell-be-the-leader-of-venezuela-end-of-2026&features=volume&theme=light,Will Richard Grenell be the leader of Venezuela end of 2026?,,"24h $193,552 • spread 0.001 • TTR 254.9d",31745686.555678997,193552.67215,2000,0,-0.17,-22.6667,2026-12-31T00:00:00+00:00,254.854,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",
559685,0xc44edcfdedb422bae8ff1803e2178d1ee025fc41efd81400ccbede709e018841,will-mrbeast-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-mrbeast-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-mrbeast-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will MrBeast win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",36682234.10233683,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.992,0.0075,0,"[{""name"": ""Top"", ""bestBid"": 0.007, ""bestAsk"": 0.008}]",
561986,0xd1747284d6048b2a3dcfbee489db405f36de18f9590197dd0e5c9f0c246bf050,will-byron-donalds-win-the-2028-republican-presidential-nomination,https://polymarket.com/event/will-byron-donalds-win-the-2028-republican-presidential-nomination,https://embed.polymarket.com/market.html?market=will-byron-donalds-win-the-2028-republican-presidential-nomination&features=volume&theme=light,Will Byron Donalds win the 2028 Republican presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",36647545.86617261,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
559689,0x8ecd1d15e521b7d1020ad5596cc981c8764e9dcfbc3648f582e1a5138aee7185,will-beto-orourke-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-beto-orourke-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-beto-orourke-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",36440321.90823127,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
553879,0x6331a779482df72d904c3c1e12b6409ff836bc06f8c97945cba9b25ada2c605c,will-the-portland-trail-blazers-win-the-2026-nba-finals,https://polymarket.com/event/will-the-portland-trail-blazers-win-the-2026-nba-finals,https://embed.polymarket.com/market.html?market=will-the-portland-trail-blazers-win-the-2026-nba-finals&features=volume&theme=light,Will the Portland Trail Blazers win the 2026 NBA Finals?,,"24h $193,552 • spread 0.001 • TTR 71.9d",21411375.988610722,193552.67215,2000,0,-0.17,-22.6667,2026-07-01T00:00:00+00:00,71.854,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",
558964,0x233ce0c3969a5cd5079287f16fcd283be7c1db82263e08697f85dbe1b4d2113c,will-south-africa-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-south-africa-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-south-africa-win-the-2026-fifa-world-cup&features=volume&theme=light,Will South Africa win the 2026 FIFA World Cup?,,"24h $193,552 • spread 0.001 • TTR 90.9d",23264584.745746948,193552.67215,2000,0,-0.17,-22.6667,2026-07-20T00:00:00+00:00,90.854,1,0.001,-0.997,0.0025,0,"[{""name"": ""Top"", ""bestBid"": 0.002, ""bestAsk"": 0.003}]",
558957,0x9e5f9d8c384f8fe368b195fa9a780be58643dff7360588a4e577012df8af00a7,will-new-zealand-win-the-2026-fifa-world-cup-635,https://polymarket.com/event/will-new-zealand-win-the-2026-fifa-world-cup-635,https://embed.polymarket.com/market.html?market=will-new-zealand-win-the-2026-fifa-world-cup-635&features=volume&theme=light,Will New Zealand win the 2026 FIFA World Cup?,,"24h $193,552 • spread 0.001 • TTR 90.9d",22953611.222504336,193552.67215,2000,0,-0.17,-22.6667,2026-07-20T00:00:00+00:00,90.854,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",
559690,0x0f8ef3cc906ba7ba94a44724738df44bdd5f73e59e40c9c8b4ff8569e349643c,will-kim-kardashian-win-the-2028-democratic-presidential-nomination,https://polymarket.com/event/will-kim-kardashian-win-the-2028-democratic-presidential-nomination,https://embed.polymarket.com/market.html?market=will-kim-kardashian-win-the-2028-democratic-presidential-nomination&features=volume&theme=light,Will Kim Kardashian win the 2028 Democratic presidential nomination?,,"24h $193,552 • spread 0.001 • TTR 931.9d",35299845.42292464,193552.67215,2000,0,-0.17,-22.6667,2028-11-07T00:00:00+00:00,931.854,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]",
